building_code,space_code,tag,serial_no,manufacturer,model,category,status,install_date,warranty_expires_at,expected_life_months,attributes
FAC-218-BLDG-03,101,ASSET-000761,XCH710908,Ubiquiti,R149B,Wireless AP,In Service,2015-07-25,2018-11-02,60,"{""wifi"": ""802.11ax""}"
FAC-218-BLDG-03,101,ASSET-000762,RPW602719,Cisco,M570A,Wireless AP,Spare,2012-03-25,2014-07-26,60,"{""wifi"": ""802.11ac""}"
FAC-218-BLDG-03,104,ASSET-000763,LQK821945,Promethean,M784B,Interactive Display,In Service,2009-11-02,2011-07-15,96,
FAC-218-BLDG-03,103,ASSET-000764,DER161097,Canon,M941B,Printer,In Service,2008-04-27,2011-07-14,60,
FAC-218-BLDG-03,105,ASSET-000765,CED778346,Cisco,M678A,Wireless AP,In Service,2013-09-19,2018-06-08,60,"{""wifi"": ""802.11ac""}"
FAC-218-BLDG-03,104,ASSET-000766,MGB040804,Lochinvar,Z169B,Boiler,In Service,2014-05-23,2016-01-04,180,
FAC-218-BLDG-03,,ASSET-000767,BLH228892,Cisco,Z174D,Network Switch,In Service,2013-11-01,2015-08-01,84,"{""ports"": 24}"
FAC-218-BLDG-03,101,ASSET-000768,GJG085340,Traulsen,Z956A,Refrigerator (Kitchen),Retired,2021-04-05,2023-08-12,180,
FAC-218-BLDG-03,103,ASSET-000769,VNE451077,Bosch,Q765D,Security Camera,In Service,2016-01-04,2017-01-05,84,"{""resolution_mp"": 4}"
FAC-218-BLDG-03,102,ASSET-000770,EKW650412,Cisco,R746B,Wireless AP,In Service,2016-02-15,2019-02-14,60,"{""wifi"": ""802.11ac""}"
FAC-218-BLDG-03,105,ASSET-000771,PDK045719,ThyssenKrupp,Z290A,Elevator,In Service,2007-07-20,2009-04-22,300,
FAC-218-BLDG-03,105,ASSET-000772,ZRX809602,Trane,Z029C,HVAC - AHU,In Service,2006-12-03,2011-06-13,240,"{""tonnage"": 7.5}"
FAC-218-BLDG-03,106,ASSET-000773,YMZ781525,Axis,M217D,Security Camera,In Service,2008-01-17,2010-12-31,84,"{""resolution_mp"": 8}"
FAC-218-BLDG-03,101,ASSET-000774,GED771214,BenQ,R006A,Projector,In Service,2018-08-08,2023-01-25,72,
FAC-218-BLDG-03,108,ASSET-000775,DBX403568,Ubiquiti,Z682D,Wireless AP,In Service,2006-07-08,2008-05-25,60,"{""wifi"": ""802.11ac""}"
FAC-218-BLDG-03,109,ASSET-000776,PSY989981,LenelS2,X282C,Access Control Panel,Retired,2011-09-17,2016-05-30,180,
FAC-218-BLDG-03,105,ASSET-000777,FTU043598,HPE,M672B,Network Switch,In Service,2008-02-01,2009-10-17,84,"{""ports"": 24}"
FAC-218-BLDG-03,109,ASSET-000778,PTD552195,Canon,R914E,Printer,In Service,2021-12-31,2024-05-08,60,
FAC-218-BLDG-03,104,ASSET-000779,LWE826560,EST,M231A,Fire Alarm Panel,In Service,2011-05-27,2012-11-06,180,
FAC-218-BLDG-03,109,ASSET-000780,AAR080378,Promethean,M693A,Interactive Display,In Service,2021-10-23,2026-08-31,96,
FAC-218-BLDG-04,101,ASSET-000781,ZAD331967,Vulcan,M860D,Range/Oven,In Service,2021-10-03,2025-10-24,144,
FAC-218-BLDG-04,202,ASSET-000782,GQB304050,Promethean,Z571E,Interactive Display,In Service,2018-02-25,2021-04-08,96,
FAC-218-BLDG-04,101,ASSET-000783,KVN930315,Lennox,R213A,HVAC - RTU,In Service,2011-04-09,2012-06-27,180,"{""tonnage"": 5}"
FAC-218-BLDG-04,209,ASSET-000784,UAQ699102,Bosch,Z485D,Security Camera,In Service,2020-12-01,2024-02-11,84,"{""resolution_mp"": 2}"
FAC-218-BLDG-04,218,ASSET-000785,RPM821716,Ubiquiti,Q727E,Wireless AP,In Service,2018-03-25,2020-02-05,60,"{""wifi"": ""802.11ac""}"
FAC-218-BLDG-04,206,ASSET-000786,SHH087178,Ubiquiti,M675D,Network Switch,In Service,2021-04-30,2024-01-24,84,"{""ports"": 48}"
FAC-218-BLDG-04,203,ASSET-000787,DYJ281773,Notifier,M039D,Fire Alarm Panel,In Service,2019-06-21,2022-02-11,180,
FAC-218-BLDG-04,205,ASSET-000788,GPV597735,Cleaver-Brooks,X034B,Boiler,In Service,2019-08-30,2022-03-16,180,
FAC-218-BLDG-04,103,ASSET-000789,SBW292738,Generac,M806A,Generator,In Service,2016-08-05,2021-07-26,240,"{""power_kw"": 250}"
FAC-218-BLDG-04,105,ASSET-000790,MXC092064,True,Q807C,Refrigerator (Kitchen),In Service,2009-03-21,2012-01-11,180,
FAC-218-BLDG-04,105,ASSET-000791,QNU334545,Trane,Q879E,HVAC - RTU,Spare,2023-06-23,2024-07-13,180,"{""tonnage"": 7.5}"
FAC-218-BLDG-04,206,ASSET-000792,DQY234722,Cisco,Q017A,Network Switch,Retired,2020-12-23,2024-04-21,84,"{""ports"": 24}"
FAC-218-BLDG-04,104,ASSET-000793,BCN725234,Bosch,Z710B,Security Camera,Under Repair,2010-07-04,2012-04-14,84,"{""resolution_mp"": 8}"
FAC-218-BLDG-04,213,ASSET-000794,BLJ409682,Cisco,X796C,Router,In Service,2014-07-12,2015-10-07,84,
FAC-218-BLDG-04,102,ASSET-000795,ZTN074899,EST,X729C,Fire Alarm Panel,Spare,2022-06-03,2026-05-03,180,
FAC-218-BLDG-04,104,ASSET-000796,DLH701283,Bosch,Z808A,Security Camera,Under Repair,2012-03-30,2016-04-29,84,"{""resolution_mp"": 2}"
FAC-218-BLDG-04,215,ASSET-000797,FNG702805,Bosch,R476A,Security Camera,In Service,2019-04-24,2022-03-25,84,"{""resolution_mp"": 8}"
FAC-218-BLDG-04,217,ASSET-000798,CJS085950,Vulcan,M266A,Range/Oven,In Service,2010-10-15,2012-10-21,144,
FAC-218-BLDG-04,103,ASSET-000799,SQR753725,Hanwha,Q951D,Security Camera,In Service,2010-03-14,2014-12-27,84,"{""resolution_mp"": 8}"
FAC-218-BLDG-04,109,ASSET-000800,YFH105369,Lochinvar,Q253B,Boiler,In Service,2019-09-26,2021-10-19,180,
FAC-218-BLDG-05,109,ASSET-000801,YKS943179,HP,Z194C,Printer,In Service,2013-10-01,2015-09-22,60,
FAC-218-BLDG-05,111,ASSET-000802,RXN650820,Eaton,Z636E,Electrical Panel,In Service,2014-07-10,2019-03-30,300,
FAC-218-BLDG-05,115,ASSET-000803,UKU516055,Vulcan,Q540E,Range/Oven,In Service,2009-07-11,2010-12-07,144,
FAC-218-BLDG-05,113,ASSET-000804,ENP972125,Hanwha,M466A,Security Camera,In Service,2005-10-20,2008-07-17,84,"{""resolution_mp"": 5}"
FAC-218-BLDG-05,,ASSET-000805,ASN693919,Ubiquiti,Q881D,Wireless AP,In Service,2019-02-17,2020-07-19,60,"{""wifi"": ""802.11ac""}"
FAC-218-BLDG-05,102,ASSET-000806,NQG268347,Taco,Z980A,Pump,Spare,2011-12-17,2014-01-21,120,"{""gpm"": 200}"
FAC-218-BLDG-05,108,ASSET-000807,AML217414,Taco,M172B,Pump,Spare,2008-08-08,2010-05-01,120,"{""gpm"": 150}"
FAC-218-BLDG-05,103,ASSET-000808,YYZ590709,Axis,M087E,Security Camera,In Service,2017-10-08,2019-02-22,84,"{""resolution_mp"": 4}"
FAC-218-BLDG-05,,ASSET-000809,YEX449429,Notifier,M019B,Fire Alarm Panel,Spare,2008-06-15,2010-01-09,180,
FAC-218-BLDG-05,,ASSET-000810,SDM531206,Grundfos,X172C,Pump,In Service,2017-09-23,2022-01-18,120,"{""gpm"": 100}"
FAC-218-BLDG-05,116,ASSET-000811,CGZ222141,BenQ,Z135E,Projector,In Service,2013-04-10,2017-01-27,72,
FAC-218-BLDG-05,101,ASSET-000812,QVC159157,Notifier,X868E,Fire Alarm Panel,In Service,2007-04-06,2012-02-10,180,
FAC-218-BLDG-05,104,ASSET-000813,CNP943547,Grundfos,R828B,Pump,In Service,2007-11-25,2012-03-13,120,"{""gpm"": 200}"
FAC-218-BLDG-05,112,ASSET-000814,YFK717305,Daikin,R947C,HVAC - RTU,In Service,2019-10-30,2021-11-02,180,"{""tonnage"": 10}"
FAC-218-BLDG-05,109,ASSET-000815,UNL125757,Bosch,R038B,Security Camera,In Service,2010-11-12,2012-08-22,84,"{""resolution_mp"": 8}"
FAC-218-BLDG-05,103,ASSET-000816,FQP789198,Aruba,R955D,Wireless AP,In Service,2010-02-02,2014-12-19,60,"{""wifi"": ""802.11ax""}"
FAC-218-BLDG-05,101,ASSET-000817,XJT566245,Lenovo,M652A,Laptop,In Service,2006-10-25,2008-01-06,48,
FAC-218-BLDG-05,112,ASSET-000818,NZE943067,Aruba,Q254C,Wireless AP,In Service,2013-04-25,2017-02-01,60,"{""wifi"": ""802.11ax""}"
FAC-218-BLDG-05,209,ASSET-000819,WWD519063,HPE,M854C,Network Switch,In Service,2014-09-21,2019-04-30,84,"{""ports"": 24}"
FAC-218-BLDG-05,115,ASSET-000820,ZKQ650125,Bosch,X208B,Security Camera,In Service,2015-12-24,2019-01-29,84,"{""resolution_mp"": 4}"
FAC-218-BLDG-06,113,ASSET-000821,HRR155238,Carrier,Z513E,HVAC - AHU,Spare,2019-04-20,2023-05-12,240,"{""tonnage"": 20}"
FAC-218-BLDG-06,103,ASSET-000822,NJZ493154,Cisco,Z106B,Wireless AP,In Service,2008-01-31,2010-04-30,60,"{""wifi"": ""802.11ax""}"
FAC-218-BLDG-06,111,ASSET-000823,JYM238367,HP,Z955B,Printer,In Service,2017-03-21,2019-09-07,60,
FAC-218-BLDG-06,115,ASSET-000824,CMM057520,York,X655E,HVAC - RTU,Under Repair,2018-12-13,2022-02-27,180,"{""tonnage"": 10}"
FAC-218-BLDG-06,112,ASSET-000825,JXV485248,NEC,M331D,Projector,In Service,2009-09-27,2012-03-24,72,
FAC-218-BLDG-06,113,ASSET-000826,EKN965568,Ubiquiti,Q270D,Network Switch,In Service,2023-07-06,2026-01-12,84,"{""ports"": 24}"
FAC-218-BLDG-06,102,ASSET-000827,HVV403757,Canon,M831A,Printer,In Service,2013-09-29,2016-04-23,60,
FAC-218-BLDG-06,107,ASSET-000828,RTL387825,Bosch,R598B,Security Camera,In Service,2009-11-18,2011-07-19,84,"{""resolution_mp"": 8}"
FAC-218-BLDG-06,,ASSET-000829,HRQ802689,Bosch,X900A,Security Camera,In Service,2016-05-08,2019-02-16,84,"{""resolution_mp"": 2}"
FAC-218-BLDG-06,101,ASSET-000830,ECH853594,Bosch,Z026C,Security Camera,In Service,2008-03-06,2010-06-03,84,"{""resolution_mp"": 8}"
FAC-218-BLDG-06,113,ASSET-000831,NTE329581,Ubiquiti,Q610B,Wireless AP,In Service,2021-04-15,2023-01-13,60,"{""wifi"": ""802.11ac""}"
FAC-218-BLDG-06,102,ASSET-000832,CKA022174,Grundfos,Z180B,Pump,In Service,2019-12-17,2023-08-08,120,"{""gpm"": 50}"
FAC-218-BLDG-06,109,ASSET-000833,TJR438936,Eaton,M784B,Electrical Panel,In Service,2006-04-08,2011-01-08,300,
FAC-218-BLDG-06,106,ASSET-000834,ELC406177,Siemens,Q573C,Electrical Panel,Spare,2008-12-17,2013-03-24,300,
FAC-218-BLDG-06,115,ASSET-000835,TXY776562,Trane,Z155D,HVAC - AHU,In Service,2018-05-11,2020-04-16,240,"{""tonnage"": 10}"
FAC-218-BLDG-06,113,ASSET-000836,YGC747413,Canon,Q785B,Printer,In Service,2023-03-23,2027-06-04,60,
FAC-218-BLDG-06,113,ASSET-000837,LVW411002,Hanwha,Q767A,Security Camera,Spare,2013-02-25,2017-02-08,84,"{""resolution_mp"": 2}"
FAC-218-BLDG-06,107,ASSET-000838,XFD870737,Axis,M835C,Security Camera,Spare,2011-05-16,2013-06-04,84,"{""resolution_mp"": 2}"
FAC-218-BLDG-06,110,ASSET-000839,NWL667863,Aruba,R486C,Wireless AP,In Service,2011-08-31,2014-11-15,60,"{""wifi"": ""802.11ac""}"
FAC-218-BLDG-06,102,ASSET-000840,PVH438985,Cisco,X923A,Wireless AP,Spare,2021-07-25,2022-09-09,60,"{""wifi"": ""802.11ac""}"
